original_comment,processed_comment,actual_label,predicted_label
RT @skyereyes_: &#8220;@GinaSanabria_: I have no hoes man. I don't need those though &#128564;&#8221;&#128557;&#128557; I need to pick mines back up &#128553;,rt skyereyes 8220ginasanabria hoe man dont need though 1285648221128557128557 need pick mine back 128553,1,1
"RT @skyereyes_: &#8220;@InspireNaima: Text someone ""That pussy was so good!"" &amp; ""Sorry, wrong number"" and quote this with their response.&#8221;&#128514;&#128514; http:&#8230;",rt skyereyes 8220inspirenaima text someone pussy good amp sorry wrong number quote response8221128514128514 http8230,1,1
RT @skyereyes_: If that's what makes these fat bitches sleep at night &#128564;,rt skyereyes thats make fat bitch sleep night 128564,1,1
"RT @slbgng_eddie: &#8220;@cristinacetino: @slbgng_eddie shit nigga don't complain. Now you got room for hella nudes from hoes&#8221; 

Trueeee, I'll hy&#8230;",rt slbgngeddie 8220cristinacetino slbgngeddie shit nigga dont complain got room hella nude hoes8221 trueeee ill hy8230,1,1
RT @slbgng_eddie: &#8220;@white_thunduh: On boys im a retard sometimes&#8221; all the time *,rt slbgngeddie 8220whitethunduh boy im retard sometimes8221 time,1,1
RT @slbgng_eddie: @white_thunduh bitch spoil me,rt slbgngeddie whitethunduh bitch spoil,1,1
RT @slimthugga: U a nurse &#128514;RT @Blaccstone: @slimthugga you a clown boy You music is trash.... I dare you say something back I bury your Bit&#8230;,rt slimthugga nurse 128514rt blaccstone slimthugga clown boy music trash dare say something back bury bit8230,1,1
"RT @slinkjohnson: I think Imma patent disposable douche, in ketchup type packages. Bitches can be sanitary and discreet. For the hoe on-the&#8230;",rt slinkjohnson think imma patent disposable douche ketchup type package bitch sanitary discreet hoe onthe8230,1,1
RT @slllick_: Trey Songz reply to Nicki Minaj &gt;&gt;&gt;&gt; ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna &#8230;,rt slllick trey songz reply nicki minaj gtgtgtgt nigga spoke truth looking as bitch laughing as knew someone going 8230,1,1
RT @sluggernation: The P72 Derek Jeter used to hit the walk-off single in his final @Yankee Stadium at-bat. (Images via @mlb_authentic) htt&#8230;,rt sluggernation p72 derek jeter used hit walkoff single final yankee stadium atbat image via mlbauthentic htt8230,0,0
RT @smithmuffins: once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic&#8230;,rt smithmuffins gradeschool dance tried worm impress bitch slammed dick unforgiving ceramic8230,1,1
"RT @snoleezey801: @uce_INA poly ratchets.. Can't stand poly bitches in general &#128514; they loud, annoying, and they talk too much..",rt snoleezey801 uceina poly ratchet cant stand poly bitch general 128514 loud annoying talk much,1,1
"RT @socass_: &#8220;@00sexilexi00: @socass_ I SANG FOR YOU, YOU NAZI&#8221;

*beaner",rt socass 822000sexilexi00 socass sang nazi8221 beaner,1,0
RT @sofancyy_: A hoe gone be a hoe &#128564;,rt sofancyy hoe gone hoe 128564,1,1
RT @sofancyy_: Swear these hoes ain't got nothing on me &#128107;&#128129;,rt sofancyy swear hoe aint got nothing 128107128129,1,1
"RT @sofpizzie_: i hate a bitch that think she the shit, bitch you basic as the fuck&#128564;&#128564;",rt sofpizzie hate bitch think shit bitch unoriginal fuck128564128564,1,1
"RT @sofuckingSwazye: ""mayonnaise colored benz i push miracle whips"" http://t.co/BmXuyP8ehH",rt sofuckingswazye mayonnaise colored benz push miracle whip httptcobmxuyp8ehh,0,0
RT @sonup_qp: Llamf cumin wit better bars already bitch boiz &#128529;&#128529;&#128529;&#128529;&#128529; yall dun fukd all da way up,rt sonupqp llamf cumin wit better bar already bitch boiz 128529128529128529128529128529 yall dun fukd da way,1,1
"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi",rt sorryimalex 5sos starting tweet hashtag theyre trash vote5sos httptcollkuz6vtai,0,0
RT @sorryimalex: &#8220;@lametears: i only rted alex ramos aka trash to gain followers&#8221; #vote5sos,rt sorryimalex 8220lametears rted alex ramos aka trash gain followers8221 vote5sos,0,1
RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,rt sorryimalex got called faggot buying girl tom im going fuck person as,1,1
RT @sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos,rt sorryimalex im back cause dont wanna see boy lose trash vote5sos,0,1
RT @sorryimalex: idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;,rt sorryimalex idkmadz honest ive seen recess monkey bar busy getting beat laugh loud talk rate 8230,1,1
RT @souljaboy: @kmichelle beef? Bitch ur pussy smell like beef &#128169;&#128514;&#128514;&#128514;,rt souljaboy kmichelle beef bitch pussy smell like beef 128169128514128514128514,1,1
RT @souljaboy: @kmichelle crank that shitty pussy yuuuuuuuuuaaaaaaa &#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;,rt souljaboy kmichelle crank shitty pussy yuuuuuuuuuaaaaaaa 128169128169128169128169128169128169128169128169,1,1
RT @souljaboy: @kmichelle ur pussy smell like dumpster juice &#128169;,rt souljaboy kmichelle pussy smell like dumpster juice 128169,1,1
RT @souljaboy: Ain't got time for stupid bitches &#128557;,rt souljaboy aint got time stupid bitch 128557,1,1
RT @souljaboy: K Michelle pussy smell like shit,rt souljaboy k michelle pussy smell like shit,1,1
RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,rt southernshirt thing need life comfy shirt oreo southernshirt,0,0
RT @spiffytwiley: @vintage_monroe_ bitch you gorgeous,rt spiffytwiley vintagemonroe bitch gorgeous,1,1
"RT @splitsecond84: I got Twitter, Facebook, &amp; Instagram.. The Fuk Yuh Mean ""send u a pic ?.. bitch you better Download my avi",rt splitsecond84 got twitter facebook amp instagram fuk yuh mean send pic bitch better download avi,1,1
"RT @sportspickle: Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons&#8230;",rt sportspickle yankee didnt want russell martin signed pirate 2 year ago pirate made backtoback postseasons8230,0,0
"RT @sportswithjohn: Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior &#8230;",rt sportswithjohn dani alves us new gray hair talk yellow card telling referee humble senior 8230,0,1
RT @spurs: It's a bird...It's a plane...It's SuperManu #NBASuperHeroes,rt spur birdits planeits supermanu nbasuperheroes,0,0
RT @squarebutts: Don't got a problem smacking a bitch,rt squarebutts dont got problem smacking bitch,1,1
RT @squeakkgod: Fuck da Opps 1x Fuck dear hoes 3x &#128514;,rt squeakkgod fuck da opps 1x fuck dear hoe 3x 128514,1,1
"RT @ssbeirne: It's a bird! It's a plane! It's a boat! No...It's, it's... a flying human? #lakeerie #cle http://t.co/TTL10nqBzJ",rt ssbeirne bird plane boat noits flying human lakeerie cle httptcottl10nqbzj,0,0
RT @starzz2929: I wanna be the reason u look down at your phone &amp; smile then a car run yo ass over hoe!,rt starzz2929 wanna reason look phone amp smile car run hey as hoe,1,1
RT @stayclassay: Paybacks a bitch it really is!,rt stayclassay payback bitch really,1,1
RT @stayfoqused: Don't eat pussy until she show you the Vagfax,rt stayfoqused dont eat pussy show vagfax,1,1
RT @steph_dcx: Fucking nosey ass bitch I swear lol,rt stephdcx fucking nosey as bitch swear laugh loud,1,1
RT @stephanielazox: Hope you got what you wanted bitch.,rt stephanielazox hope got wanted bitch,1,1
RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;,rt stepheeezyy rt nigga bitch 8220187xo never date female another niggah name laugh loud fuck 8221,1,1
RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,rt stephpaulus yet master art eating powdered donut without looking like left charlie sheen house,0,0
"RT @steveersh: I'm a star jones man myself, I love that big bitch",rt steveersh im star jones man love big bitch,1,1
RT @steviegarcia11: Here come wiggas soft tweets.. &#128514;,rt steviegarcia11 come wiggas soft tweet 128514,0,1
RT @stillandru: White ppl will call Mexicans beaners and claim they taking their jobs but have sugar skull tattoos :-(,rt stillandru white ppl call mexican beaner claim taking job sugar skull tattoo,1,1
RT @stoolpresidente: If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...,rt stoolpresidente tree fall wood nobody around make noise nj blow away trash live,0,0
RT @strapdafool: Naw deez ain't no 24s hoe u gota add 4 mo ...#str8up,rt strapdafool naw deez aint 24 hoe gota add 4 mo str8up,1,1
RT @stripsofgabby: &#128514;&#128514;&#128514;&#128128;&#8220;@SouthsideVic: My stroke game stale so I gotta eat the pussy like a husky dike.&#8221;,rt stripsofgabby 1285141285141285141281288220southsidevic stroke game stale gotta eat pussy like husky dike8221,1,1
RT @studio6263: M&amp;S bids for most social Christmas yet with &#8216;Follow the Fairies&#8217; campaign http://t.co/5OaL2EHhG2 #CLE #marketing,rt studio6263 mamps bid social christmas yet 8216follow fairies8217 campaign httptco5oal2ehhg2 cle marketing,0,0
"RT @suckdisdpiece69: I'm gonna rock out with my cock out, and you're gonna jam out with your clam out",rt suckdisdpiece69 im going rock cock youre going jam clam,1,1
"RT @sugaarCanee: Hoes be like ""go talk to one of your hoes"".... I be like ""you are one of my hoes""",rt sugaarcanee hoe like go talk one hoe like one hoe,1,1
RT @summerdawn_1996: @Trestin_Galore_ I know cunt nugget &#128514;&#128514;,rt summerdawn1996 trestingalore know cunt nugget 128514128514,1,1
"RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173 
Charlie understood &#128299; how to keep those percentages &#128201; lower.. http://t.co/&#8230;",rt supercos7 peddoc63 cavemaninc carminezozzora db103173 charlie understood 128299 keep percentage 128201 lower httptco8230,0,0
RT @surviving_queen: her pussy stay wet when shes around me gotta lick it till she wetter then never before,rt survivingqueen pussy stay wet shes around gotta lick till wetter never,1,1
RT @sweatercamila: lohanthony is such a little bitch he doesnt even like the girls and he gets followed i dedicate my life to them and i ge&#8230;,rt sweatercamila lohanthony little bitch doesnt even like girl get followed dedicate life ge8230,1,1
RT @sweetalliee: a loyal girl really truly does come with a smart mouth and arguments. only a hoe will let you do as you please cause she g&#8230;,rt sweetalliee loyal girl really truly come smart mouth argument hoe let please cause g8230,1,1
"RT @sweetromance: @1visionamd @Redeemed1952 @AZWS Once again, birds of a feather....",rt sweetromance 1visionamd redeemed1952 azws bird feather,0,0
RT @syd_renae: @2014Alyssa I have a pink fuzzy one &amp; a silky silver one. Bathrobes are a wonderful thing &#128129;&#128526;&#128525;,rt sydrenae 2014alyssa pink fuzzy one amp silky silver one bathrobe wonderful thing 128129128526128525,0,0
RT @sydneysoleil: Spider-Man was a bitch highkey tho,rt sydneysoleil spiderman bitch obvious apparent tho,1,1
RT @sydswag2: Buy me double stuffed Oreos and you can be my boyfriend,rt sydswag2 buy double stuffed oreo boyfriend,0,0
RT @tKOs_way: Cumming in her pussy was love,rt tkosway cumming pussy love,1,1
"RT @t_grun: Yeah I checked my connection, I have fucking wifi. Did you check if you were being a lil bitch nigga? http://t.co/0kvF0REwjd",rt tgrun yeah checked connection fucking wifi check lil bitch nigga httptco0kvf0rewjd,1,1
RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble http://t.co/qYN1Bc7MxS via @wordpressdotcom,rt tableninemutant city light charlie chaplin movie 007hertzrumble httptcoqyn1bc7mxs via wordpressdotcom,0,0
RT @taexchanae: momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches &#128514;,rt taexchanae momma dee aint loyal aint pose tell main bitch bout side bitch 128514,1,1
RT @tailorlamar: yall niggas is hoes.,rt tailorlamar yall nigga hoe,1,1
RT @takeyaah: when his hoes thought it was over: http://t.co/jhaOcX1MTd,rt takeyaah hoe thought httptcojhaocx1mtd,1,1
"RT @tanajiamonay_: i hate hype ass bitches, like ... it's too early for you to be all loud; sit tf down somewhere.",rt tanajiamonay hate hype as bitch like early loud sit tf somewhere,1,1
RT @tanaka_callen: @t_ndyy awwww my niggar thank you so much sure means a lot &#9825;&#9825;,rt tanakacallen tndyy awwww niggar thank much sure mean lot 98259825,1,1
"RT @tanishalixpussy: no need to compete with other women there's only one of me, and shit... im that bitch",rt tanishalixpussy need compete woman there one shit im bitch,1,1
RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it,rt taylortm pacmanjonez philwotg whitest person tl always ghetto im sick,1,1
RT @taylorcaniff: I wear beanies all winter long! So no bandanas till summer&#128525;,rt taylorcaniff wear beany winter long bandana till summer128525,0,0
RT @taylorcaniff: I'm having a date at Yankee Field then getting kiss cam.. #bucketlist,rt taylorcaniff im date yankee field getting kiss cam bucketlist,0,0
RT @taylorlopez96: &#8220;@harleighpurolla: You are the biggest two faced bitch I have ever met.&#8221; You won't @ her,rt taylorlopez96 8220harleighpurolla biggest two faced bitch ever met8221 wont,1,1
RT @taylormrake: People beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay,rt taylormrake people beg see womens body minute theyre seen woman hoe oh okay,1,1
"RT @taylorrDiane: When a sideline hoe gets mad, BITCH SHUT UP! You was okay with being second ALL this time, now all of sudden it's a probl&#8230;",rt taylorrdiane sideline hoe get mad bitch shut okay second time sudden probl8230,1,1
"RT @taymaeGOTEM: Bitches tweets be like...

""I wanna suck some dick &#127814;"" 

then be like...

""&#9995; Chill it's just a song! "" 

bitch what song is&#8230;",rt taymaegotem bitch tweet like wanna suck dick 127814 like 9995 chill song bitch song is8230,1,1
"RT @taymy_: I be so confused when y'all be tweeting ""I wanna bitch that can roll my weed &amp;smoke all night with"" like wtf kind of standards &#8230;",rt taymy confused yall tweeting wanna bitch roll weed ampsmoke night like fuck kind standard 8230,1,1
RT @taypaynay: Little bitch,rt taypaynay little bitch,1,1
RT @taysymonee: @1inkkofrosess that hoe so icy&#128557;&#128293;,rt taysymonee 1inkkofrosess hoe icy128557128293,1,1
RT @taysymonee: Some of you hoes got so much to say with so little&#128134;,rt taysymonee hoe got much say little128134,1,1
RT @tbhbooty: Latina pussy be like http://t.co/VORy1vgH4U,rt tbhbooty latina pussy like httptcovory1vgh4u,1,1
